Algorithm,Train Precision,Train Recall,Train F1,Test Accuracy,Test Precision,Test Recall,Test F1,Test ROC-AUC
Decision Tree,0.9965419679346118,0.9635258358662614,0.9797558337196723,0.77,0.8341836734693877,0.7946537059538274,0.8139390168014935,0.7632657532013317
